method,targeted_drop,random_drop,gap_target_minus_random,auc_gap,acc_gap
input_gradients,0.1728138543311346,0.028881276594752807,0.1439325777363818,0.06361234155092589,0.156325
integrated_gradients,0.23906455973596025,0.028881276594752807,0.21018328314120743,0.09026029988425924,0.22876249999999998
smoothgrad,0.197854908878983,0.028881276594752807,0.16897363228423018,0.06804096828703697,0.18286249999999998
