metric,n_points,slope,intercept,spearman_xy,pearson_xy,mae,rmse,r2
prob_l1_drift,9.0,0.38221676092219714,0.0033845426307728826,0.9833333333333333,0.9877811660194046,0.007840982322605834,0.011151194697292699,0.9757116319426548
top1_flip_rate,9.0,0.6745754710933329,0.004742896758543395,0.9833333333333333,0.9859836610452718,0.00862946078779047,0.011937884209012059,0.9721637798482373
class_js_divergence,9.0,3.0619609037370275,0.02420944090938226,0.9833333333333333,0.939012218422119,0.01925967091408451,0.024605597858977972,0.8817439463460298
confidence_drop,9.0,4.250390609996543,0.019329177912254976,0.7833333333333333,0.42977780428320017,0.040269334009990054,0.0646068497640008,0.18470896105448875
entropy_shift,9.0,2.343442517540607,-0.003017918457559559,0.9333333333333332,0.6802464789922102,0.03131394244990403,0.05244648606322476,0.46273527218129984
