metric,aspen_metric_value,slope,intercept,predicted_delta_acc_raw,predicted_delta_acc_clipped,predicted_expected_acc,mapping_weight_abs_spearman
prob_l1_drift,1.0019422001679341,0.38221676092219714,0.0033845426307728826,0.38634364501022034,0.38634364501022034,0.35619635498977964,0.9833333333333333
top1_flip_rate,0.665617,0.6745754710933329,0.004742896758543395,0.45375179810127436,0.45375179810127436,0.2887882018987256,0.9833333333333333
class_js_divergence,0.19223472832166344,3.0619609037370275,0.02420944090938226,0.6128246633708248,0.6128246633708248,0.12971533662917523,0.9833333333333333
confidence_drop,0.2378333933277974,4.250390609996543,0.019329177912254976,1.0302139996563398,1.0,0.0,0.7833333333333333
entropy_shift,0.6217845467046537,2.343442517540607,-0.003017918457559559,1.454098425039839,1.0,0.0,0.9333333333333332
