corruption_kind,severity,acc_corrupted,delta_acc,prob_l1_drift,top1_flip_rate,class_js_divergence,confidence_drop,entropy_shift
pt_noise,0.03,0.7421733333333334,0.0003666666666666263,0.0002739490292800323,0.00033333333333333826,1.577412882718197e-08,0.0001299184597531866,0.0003234426233378329
pt_noise,0.06,0.7408,0.0017399999999999638,0.0009535988976466375,0.0007333333333333567,1.6947272223524537e-07,0.000584803603092876,0.0014540691558335705
eta_phi_jitter,0.02,0.7186,0.02393999999999996,0.091980061015505,0.04769333333333333,0.0023407095131389045,0.011528688963055589,0.03384256717619205
eta_phi_jitter,0.05,0.50486,0.23768,0.6269534830047526,0.35436,0.07119133279623316,0.008737742586632513,0.044277674216192775
dropout,0.05,0.7011066666666667,0.04143333333333332,0.07863823462420426,0.04134,0.0010152995067620098,0.010067991686165345,0.027039347980683193
dropout,0.1,0.6452933333333334,0.09724666666666659,0.1741672521199964,0.09261333333333335,0.004830072376255562,0.024355493632256975,0.06510633926241094
merge,0.1,0.7229533333333333,0.01958666666666664,0.06076965084121136,0.032979999999999995,0.0008220358994979477,0.0039729464138547055,0.011577842918486403
merge,0.2,0.6935333333333333,0.04900666666666664,0.12484275673591555,0.06804,0.0034264071232037742,0.010177105857928637,0.02724287639951395
global_scale,0.03,0.7395933333333333,0.002946666666666653,0.0017201641917813232,0.0012133333333333302,6.616444721321813e-07,0.0010233080876866918,0.0029699450230334934
