method,targeted_drop,random_drop,gap_target_minus_random,auc_gap,acc_gap
input_gradients,0.19907406306781966,0.031837909105958906,0.16723615396186073,0.07713899780092599,0.18640000000000004
integrated_gradients,0.2529610806890826,0.031837909105958906,0.22112317158312364,0.09946152384259269,0.24543750000000003
smoothgrad,0.20546046922137806,0.031837909105958906,0.17362256011541916,0.07521989293981492,0.18985000000000002
