method,targeted_drop,random_drop,gap_target_minus_random,auc_gap,acc_gap
input_gradients,0.1898021700202669,0.03082518434629683,0.15897698567397006,0.07045998773148157,0.17553333333333337
integrated_gradients,0.2697669535680216,0.03082518434629683,0.23894176922172478,0.10452551793981485,0.26445833333333335
smoothgrad,0.20271797839689376,0.03082518434629683,0.17189279405059696,0.06969215474537038,0.18673333333333333
