method,targeted_drop,random_drop,gap_target_minus_random,auc_gap,acc_gap
input_gradients,0.22266961306896377,0.030180115832799257,0.19248949723616451,0.08442178402777778,0.21624583333333333
integrated_gradients,0.26553218742939466,0.030180115832799257,0.23535207159659538,0.10572756770833341,0.26208333333333333
smoothgrad,0.21836215400352726,0.030180115832799257,0.18818203817072804,0.08203433472222216,0.20505833333333334
